,Company,Year,DIVIDEND YIELD,Price,HISTORICAL VOLATILITY 5 YEARS,RETURN ON EQUITY - TOTAL (%),Environment Pillar Score,RESEARCH & DEVELOPMENT/SALES,Governance Pillar Score,Social Pillar Score,CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions
1897,EUROBANK HOLDINGS,2015,0.0,2.68,1.3334,-23.16,67.51,,53.89,40.49,0.14
1898,EUROBANK HOLDINGS,2016,0.0,0.56,1.4458,4.08,66.22,,55.37,48.25,0.12
1899,EUROBANK HOLDINGS,2017,0.0,0.53,1.2683,1.73,61.89,,62.54,69.95,0.12
1900,EUROBANK HOLDINGS,2018,0.0,0.48,0.9904,1.62,60.86,,67.21,67.25,0.1
1901,EUROBANK HOLDINGS,2019,0.0,0.95,1.0071,2.17,,,,,
1902,EUROBANK HOLDINGS,2020,0.0,0.45,0.9242,,,,,,
1903,FIELMANN,2010,3.05,32.75,0.247,23.29,7.1,,14.04,25.44,
1904,FIELMANN,2011,3.21,37.395,0.2481,22.58,7.16,,27.1,28.85,
1905,FIELMANN,2012,3.46,36.104,0.2272,22.52,7.37,,9.09,37.46,
1906,FIELMANN,2013,3.26,41.415,0.1755,23.69,5.14,,10.48,40.72,
1907,FIELMANN,2014,2.83,51.25,0.1687,25.71,6.92,,7.32,41.97,
1908,FIELMANN,2015,2.53,63.346000000000004,0.1604,25.53,10.0,,16.81,40.2,
1909,FIELMANN,2016,2.83,61.8,0.1618,24.57,10.2,,5.57,37.82,
1910,FIELMANN,2017,2.48,72.44,0.1625,24.28,45.07,,12.46,51.16,
1911,FIELMANN,2018,3.27,56.65,0.2033,24.06,41.36,,17.16,52.41,
1912,FIELMANN,2019,2.61,72.85,0.1947,24.06,48.92,,14.41,54.91,
1913,FIELMANN,2020,0.0,64.2,0.2612,,,,,,
1914,FRAPORT,2010,2.6,44.26,0.3004,10.01,67.81,,32.3,91.58,494.21
1915,FRAPORT,2011,2.79,44.805,0.2815,8.68,69.33,,46.04,87.68,494.04
1916,FRAPORT,2012,2.99,41.792,0.2929,8.32,74.32,,55.51,88.87,467.93
1917,FRAPORT,2013,2.3,54.251000000000005,0.2334,7.41,74.0,,68.99,91.47,462.23
1918,FRAPORT,2014,2.64,47.388000000000005,0.2171,7.48,77.66,,69.63,94.71,507.03
1919,FRAPORT,2015,2.36,57.13,0.2229,8.31,81.89,,73.47,96.7,512.51
1920,FRAPORT,2016,2.58,52.227,0.1995,10.46,83.37,,72.32,96.75,525.04
1921,FRAPORT,2017,1.82,82.309,0.1725,8.68,86.31,,53.96,97.49,
1922,FRAPORT,2018,2.23,67.18,0.1932,11.78,86.37,,58.58,95.44,
1923,FRAPORT,2019,2.7,74.14,0.1914,9.76,83.2,,57.62,95.02,
1924,FRAPORT,2020,0.0,47.2,0.4544,,,,,,
1925,GEA GROUP,2010,1.61,18.58,0.4128,7.28,31.9,1.36,29.93,23.79,
1926,GEA GROUP,2011,1.93,20.755,0.4086,15.49,46.38,1.31,57.8,24.26,
1927,GEA GROUP,2012,2.37,23.23,0.3789,14.53,44.11,1.45,47.41,22.48,
1928,GEA GROUP,2013,1.68,32.76,0.2957,15.01,33.23,1.45,48.05,18.89,
1929,GEA GROUP,2014,1.65,36.251,0.2486,13.24,35.29,1.72,47.94,17.14,13.43
1930,GEA GROUP,2015,1.9,36.93,0.2408,13.48,39.89,1.66,44.33,28.23,3.92
1931,GEA GROUP,2016,2.36,33.95,0.276,9.75,51.32,1.95,64.32,32.63,4.06
1932,GEA GROUP,2017,2.01,39.853,0.2565,8.85,55.67,1.96,60.8,69.49,2.89
1933,GEA GROUP,2018,3.23,26.3,0.2683,4.58,66.52,2.35,64.16,72.55,3.8
1934,GEA GROUP,2019,2.91,29.22,0.3164,-7.52,67.88,2.87,65.09,72.29,3.37
1935,GEA GROUP,2020,2.92,29.09,0.41200000000000003,,,,,,
1936,HAPAG LLOYD,2010,,,,16.97,,,,,
1937,HAPAG LLOYD,2011,,,,-0.94,,,,,
1938,HAPAG LLOYD,2012,,,,-4.17,,,,,
1939,HAPAG LLOYD,2013,,,,-3.26,,,,,
1940,HAPAG LLOYD,2014,,,,-17.1,,,,,
1941,HAPAG LLOYD,2015,0.0,19.581,,2.43,,,,,
1942,HAPAG LLOYD,2016,0.0,17.018,0.3547,-1.91,,,,,
1943,HAPAG LLOYD,2017,0.0,32.16,0.4027,0.49,43.56,,46.02,93.6,
1944,HAPAG LLOYD,2018,1.93,29.5,0.3707,0.6,41.24,,68.09,89.97,
1945,HAPAG LLOYD,2019,0.19,78.1,0.4399,5.63,38.67,,61.31,90.9,
1946,HAPAG LLOYD,2020,1.93,57.1,0.7705,,,,,,
1947,HELLOFRESH,2010,,,,,,,,,
1948,HELLOFRESH,2011,,,,,,,,,
1949,HELLOFRESH,2012,,,,,,,,,
1950,HELLOFRESH,2013,,,,,,,,,
1951,HELLOFRESH,2014,,,,,,,,,
1952,HELLOFRESH,2015,,,,-220.29,,,,,
1953,HELLOFRESH,2016,,,,-173.31,,,,,
1954,HELLOFRESH,2017,0.0,9.823,,-56.65,,,,,
1955,HELLOFRESH,2018,0.0,9.24,0.4255,-30.52,26.81,,41.13,35.57,
1956,HELLOFRESH,2019,0.0,16.2,0.4877,-4.22,28.05,,49.41,37.87,
1957,HELLOFRESH,2020,0.0,41.66,0.6021,,,,,,
1958,KPN KON,2010,6.86,7.0753,0.1969,48.87,79.63,0.62,81.89,76.19,0.66
1959,KPN KON,2011,8.49,5.7815,0.2022,48.18,74.56,0.44,84.11,58.4,5.56
1960,KPN KON,2012,17.12,2.4433,0.2744,25.88,71.39,,81.34,41.11,33.23
1961,KPN KON,2013,0.0,2.47,0.3331,-8.16,75.55,,67.96,43.02,
1962,KPN KON,2014,0.77,2.5860000000000003,0.3592,-17.63,73.64,,58.24,45.13,108.91
1963,KPN KON,2015,3.27,3.487,0.3775,15.91,79.51,,86.38,51.76,128.1
1964,KPN KON,2016,4.15,2.605,0.3754,23.17,74.82,,66.7,57.39,123.76
1965,KPN KON,2017,3.68,2.991,0.32,18.07,72.16,,62.43,65.55,124.27
1966,KPN KON,2018,4.98,2.4,0.2331,10.33,74.12,,85.01,59.66,125.57
1967,KPN KON,2019,4.46,2.8,0.1942,32.1,73.28,,83.7,59.27,137.19
1968,KPN KON,2020,4.95,2.5469999999999997,0.2582,,,,,,
1969,LEONARDO,2010,4.45,9.22,0.3125,7.49,77.55,10.86,58.05,53.62,15.82
1970,LEONARDO,2011,11.89,3.448,0.4126,-42.2,63.71,11.66,63.18,72.17,21.04
1971,LEONARDO,2012,0.0,3.5839999999999996,0.4514,-21.51,62.57,11.2,63.23,72.06,23.12
1972,LEONARDO,2013,0.0,5.25,0.4774,0.83,59.34,11.35,59.42,72.54,18.3
1973,LEONARDO,2014,0.0,7.545,0.4804,-0.9,84.84,10.64,58.43,71.48,24.58
1974,LEONARDO,2015,0.0,12.53,0.4861,12.5,85.93,10.97,67.23,68.95,21.75
1975,LEONARDO,2016,0.0,12.42,0.4209,11.69,86.14,11.44,68.07,74.5,23.67
1976,LEONARDO,2017,1.38,10.16,0.4196,6.16,87.69,13.35,58.86,72.35,18.57
1977,LEONARDO,2018,1.65,8.462,0.3892,11.7,91.93,11.76,68.14,77.04,22.16
1978,LEONARDO,2019,1.22,11.48,0.3804,16.72,,11.06,,,
1979,LEONARDO,2020,2.47,5.6739999999999995,0.5314,,,,,,
1980,NN GROUP,2010,,,,,,,,,
1981,NN GROUP,2011,,,,,,,,,
1982,NN GROUP,2012,,,,4.17,,,,,
1983,NN GROUP,2013,,,,0.05,,,,,
1984,NN GROUP,2014,0.0,24.05,0.2308,3.42,44.98,,32.87,37.62,
1985,NN GROUP,2015,3.46,29.785,0.2288,7.49,39.44,,47.07,41.68,0.88
1986,NN GROUP,2016,5.6,29.44,0.2388,5.35,43.24,,78.93,50.87,0.85
1987,NN GROUP,2017,4.4,35.7,0.2256,9.06,37.45,,78.87,47.6,0.63
1988,NN GROUP,2018,4.47,38.07,0.2067,4.65,46.79,,81.41,59.31,0.65
1989,NN GROUP,2019,5.63,35.52,0.2052,7.1,47.18,,74.66,58.76,0.48
1990,NN GROUP,2020,6.6,34.25,0.3504,,,,,,
1991,PORSCHE AML.HLDG.PREF.,2010,0.21,39.829,0.4481,21.58,51.06,,6.47,5.94,
1992,PORSCHE AML.HLDG.PREF.,2011,1.27,43.24,0.5156,0.19,40.89,,5.5,9.97,
1993,PORSCHE AML.HLDG.PREF.,2012,1.58,47.971000000000004,0.4911,30.39,29.22,,9.04,12.89,
1994,PORSCHE AML.HLDG.PREF.,2013,2.8,71.8,0.4335,8.17,27.46,,5.69,15.11,
1995,PORSCHE AML.HLDG.PREF.,2014,3.17,63.472,0.3957,10.1,16.25,,8.03,4.31,
1996,PORSCHE AML.HLDG.PREF.,2015,5.16,38.93,0.4159,-0.97,4.29,,6.2,8.16,
1997,PORSCHE AML.HLDG.PREF.,2016,2.19,46.21,0.3396,5.0,0.0,1150900.0,4.1,4.51,
1998,PORSCHE AML.HLDG.PREF.,2017,1.61,62.605,0.3464,11.24,0.0,2.94,17.42,4.78,
1999,PORSCHE AML.HLDG.PREF.,2018,3.13,56.2,0.3448,10.74,0.0,2.91,24.25,6.05,
2000,PORSCHE AML.HLDG.PREF.,2019,3.19,69.38,0.3405,12.83,0.77,2.59,24.49,5.43,
2001,PORSCHE AML.HLDG.PREF.,2020,3.92,56.42,0.37,,,,,,
2002,POSTE ITALIANE,2010,,,,22.73,,,,,
2003,POSTE ITALIANE,2011,,,,23.41,,,,,
2004,POSTE ITALIANE,2012,,,,24.3,,,,,
2005,POSTE ITALIANE,2013,,,,15.74,,,,,
2006,POSTE ITALIANE,2014,,,,2.73,,,,,
2007,POSTE ITALIANE,2015,0.0,6.75,,6.11,39.21,,26.31,30.02,
2008,POSTE ITALIANE,2016,5.76,5.9,0.2963,6.99,61.4,,26.88,48.53,4.92
2009,POSTE ITALIANE,2017,6.36,6.13,0.2342,8.79,62.84,,32.26,64.8,3.98
2010,POSTE ITALIANE,2018,6.45,6.516,0.2197,17.88,62.01,,54.38,83.79,4.17
2011,POSTE ITALIANE,2019,3.36,11.16,0.2118,15.08,64.58,,53.4,83.36,4.29
2012,POSTE ITALIANE,2020,5.37,8.613999999999999,0.3311,,,,,,
2013,PRYSMIAN,2010,3.24,12.4524,0.4004,20.66,32.25,1.01,65.09,44.84,
2014,PRYSMIAN,2011,1.56,10.3158,0.3855,-15.13,54.63,0.9,59.2,38.53,
2015,PRYSMIAN,2012,1.5,13.5352,0.3759,15.6,56.42,,80.41,44.42,
2016,PRYSMIAN,2013,2.28,17.8374,0.3229,13.19,57.86,,78.13,49.43,
2017,PRYSMIAN,2014,3.03,13.3998,0.3234,10.01,34.2,,73.39,71.71,
2018,PRYSMIAN,2015,2.16,18.7656,0.2961,17.63,40.21,0.99,55.15,74.27,
2019,PRYSMIAN,2016,1.86,21.8497,0.2715,18.05,42.21,1.11,59.5,82.06,
2020,PRYSMIAN,2017,1.51,27.4861,0.2344,15.47,45.96,0.92,56.63,74.42,
2021,PRYSMIAN,2018,2.58,16.14,0.2353,7.01,47.98,0.96,72.63,74.08,
2022,PRYSMIAN,2019,2.19,19.635,0.2394,12.69,55.67,0.83,76.73,79.3,
2023,PRYSMIAN,2020,1.89,26.42,0.3214,,,,,,
2024,PUBLICIS GROUPE,2010,1.75,34.255,0.2913,17.04,40.64,,58.57,84.86,22.53
2025,PUBLICIS GROUPE,2011,2.02,34.68,0.3033,16.53,46.84,,49.88,76.43,26.03
2026,PUBLICIS GROUPE,2012,1.68,41.61,0.3001,17.32,32.44,,57.74,65.12,23.86
2027,PUBLICIS GROUPE,2013,1.41,63.94,0.22399999999999998,16.32,35.9,,59.18,71.18,25.16
2028,PUBLICIS GROUPE,2014,1.93,57.07,0.2071,12.88,39.38,,71.12,73.13,28.54
2029,PUBLICIS GROUPE,2015,2.11,56.84,0.2328,14.25,45.12,,81.13,88.02,27.38
2030,PUBLICIS GROUPE,2016,2.64,60.7,0.2294,-8.36,52.6,,81.96,86.93,27.84
2031,PUBLICIS GROUPE,2017,3.49,53.08,0.2271,14.35,59.88,,79.31,88.67,21.67
2032,PUBLICIS GROUPE,2018,3.78,52.98,0.2314,14.35,60.8,,90.64,84.32,19.05
2033,PUBLICIS GROUPE,2019,5.39,39.3,0.2447,11.8,63.13,,83.88,85.23,15.34
2034,PUBLICIS GROUPE,2020,6.08,37.86,0.3626,,,,,,
2035,RAIFFEISEN BANK INTL.,2010,0.51,37.75,0.5655,17.77,44.81,,38.38,65.24,0.35
2036,RAIFFEISEN BANK INTL.,2011,6.16,16.33,0.569,13.7,44.99,,54.61,61.65,0.39
2037,RAIFFEISEN BANK INTL.,2012,3.44,29.25,0.5777,7.03,51.83,,42.0,49.59,0.42
2038,RAIFFEISEN BANK INTL.,2013,4.34,25.8,0.4182,4.75,54.49,,23.1,50.49,0.33
2039,RAIFFEISEN BANK INTL.,2014,6.37,16.0,0.3968,-6.49,64.13,,24.92,48.54,0.32
2040,RAIFFEISEN BANK INTL.,2015,0.0,14.13,0.4691,4.84,62.75,,24.44,51.37,0.36
2041,RAIFFEISEN BANK INTL.,2016,0.0,16.46,0.4642,5.57,67.55,,18.13,68.95,0.37
2042,RAIFFEISEN BANK INTL.,2017,0.0,29.92,0.462,11.8,66.23,,13.92,71.69,0.31
2043,RAIFFEISEN BANK INTL.,2018,2.34,26.45,0.4435,11.78,66.4,,22.87,87.45,0.46
2044,RAIFFEISEN BANK INTL.,2019,4.27,21.8,0.3912,10.4,67.11,,31.15,88.72,0.43
2045,RAIFFEISEN BANK INTL.,2020,0.0,15.57,0.4113,,,,,,
2046,RECORDATI INDUA.CHIMICA,2010,3.99,6.895,0.2152,20.01,,9.91,,,
2047,RECORDATI INDUA.CHIMICA,2011,5.78,5.84,0.2174,19.9,,7.62,,,
2048,RECORDATI INDUA.CHIMICA,2012,4.82,6.23,0.2048,18.87,,7.65,,,
2049,RECORDATI INDUA.CHIMICA,2013,2.97,10.09,0.2022,19.61,,7.94,,,
2050,RECORDATI INDUA.CHIMICA,2014,2.68,13.79,0.2056,21.65,,8.64,,,
2051,RECORDATI INDUA.CHIMICA,2015,2.4,22.53,0.2283,23.99,0.0,7.32,39.5,19.35,
2052,RECORDATI INDUA.CHIMICA,2016,2.55,25.45,0.2185,26.77,24.37,7.25,47.73,34.26,
2053,RECORDATI INDUA.CHIMICA,2017,1.81,38.64,0.2138,29.91,52.24,7.78,75.16,65.26,
2054,RECORDATI INDUA.CHIMICA,2018,2.92,29.14,0.2324,31.39,57.36,4.96,78.67,75.88,
2055,RECORDATI INDUA.CHIMICA,2019,2.64,37.9,0.2102,34.12,70.78,5.2,45.79,74.71,
2056,RECORDATI INDUA.CHIMICA,2020,2.11,47.29,0.2263,,,,,,
2057,REXEL,2010,0.0,14.145,0.4997,6.32,43.29,,51.12,45.8,
2058,REXEL,2011,3.32,12.06,0.4658,7.99,42.7,,37.06,40.17,2.75
2059,REXEL,2012,4.65,13.98,0.4564,7.82,40.03,,34.8,56.65,
2060,REXEL,2013,4.1,18.3,0.379,5.06,39.77,,44.7,63.52,
2061,REXEL,2014,5.45,13.755,0.2876,4.67,42.02,,42.42,57.98,
2062,REXEL,2015,6.05,12.39,0.28300000000000003,0.39,46.92,,62.16,56.09,
2063,REXEL,2016,0.0,14.17,0.3017,3.16,50.06,,78.66,53.88,
2064,REXEL,2017,2.65,15.11,0.2808,2.48,49.91,,61.87,53.44,2255.88
2065,REXEL,2018,4.09,10.275,0.2816,3.59,59.65,,68.64,76.73,2511.56
2066,REXEL,2019,0.77,11.68,0.298,4.88,61.0,,77.47,84.47,2284.95
2067,REXEL,2020,0.0,11.0,0.4368,,,,,,
2068,SALVATORE FERRAGAMO,2010,,,,28.78,,,,,
2069,SALVATORE FERRAGAMO,2011,0.0,11.87,0.2884,40.2,,,,,
2070,SALVATORE FERRAGAMO,2012,1.74,16.07,0.3295,44.1,,2.0,,,
2071,SALVATORE FERRAGAMO,2013,1.3,25.3,0.2977,47.55,,1.99,,,
2072,SALVATORE FERRAGAMO,2014,1.97,20.33,0.3324,37.65,,1.8,,,
2073,SALVATORE FERRAGAMO,2015,2.0,21.0,0.33,33.54,,1.76,,,
2074,SALVATORE FERRAGAMO,2016,2.3,19.98,0.3219,32.14,,1.8,,,
2075,SALVATORE FERRAGAMO,2017,2.15,21.4,0.3069,16.76,51.01,1.94,48.29,52.68,1.87
2076,SALVATORE FERRAGAMO,2018,1.83,20.75,0.3062,11.97,64.57,2.22,48.53,56.91,1.83
2077,SALVATORE FERRAGAMO,2019,1.9,17.87,0.293,11.5,72.71,2.22,57.36,65.47,28.98
2078,SALVATORE FERRAGAMO,2020,0.0,14.44,0.35600000000000004,,,,,,
2079,STORA ENSO R,2010,0.5,7.015,0.431,13.52,85.76,0.73,59.86,71.09,498.03
2080,STORA ENSO R,2011,5.92,4.22,0.4565,5.63,89.88,0.6,53.77,70.38,536.14
2081,STORA ENSO R,2012,6.46,4.6419999999999995,0.4679,8.24,87.19,0.59,69.52,70.95,532.61
2082,STORA ENSO R,2013,4.18,7.18,0.3981,-0.97,91.85,0.6,58.86,75.52,497.28
2083,STORA ENSO R,2014,4.59,6.54,0.3361,1.93,86.8,0.63,75.08,76.12,556.87
2084,STORA ENSO R,2015,3.27,9.165,0.3388,15.43,86.65,0.66,63.02,83.75,665.84
2085,STORA ENSO R,2016,3.79,8.71,0.3009,8.27,91.25,0.82,69.44,85.89,742.37
2086,STORA ENSO R,2017,2.81,13.17,0.2705,10.58,94.46,0.85,75.83,89.77,661.41
2087,STORA ENSO R,2018,3.31,12.395,0.278,15.93,92.67,0.99,70.51,90.72,656.06
2088,STORA ENSO R,2019,3.9,12.81,0.2961,12.44,94.22,0.99,67.89,89.92,658.29
2089,STORA ENSO R,2020,3.66,13.65,0.3386,,,,,,
2090,THYSSENKRUPP,2010,1.11,27.145,0.4188,10.03,74.09,1.59,42.66,52.77,
2091,THYSSENKRUPP,2011,2.27,19.845,0.4429,-14.74,78.45,1.12,23.36,65.49,90.94
2092,THYSSENKRUPP,2012,2.79,16.115,0.4681,-74.27,80.31,1.61,20.68,71.77,88.0
2093,THYSSENKRUPP,2013,0.0,19.307000000000002,0.4006,-44.83,75.04,0.68,34.71,67.68,90.13
2094,THYSSENKRUPP,2014,0.0,19.014,0.3771,8.04,83.32,0.73,49.94,65.69,101.82
2095,THYSSENKRUPP,2015,0.6,18.45,0.3833,10.02,81.66,0.77,56.7,75.21,110.86
2096,THYSSENKRUPP,2016,0.7,21.5,0.3762,11.2,78.1,0.95,56.01,76.64,124.11
2097,THYSSENKRUPP,2017,0.67,22.296999999999997,0.3227,-26.01,78.85,0.92,56.11,72.46,99.62
2098,THYSSENKRUPP,2018,0.91,16.41,0.3154,0.28,77.31,0.74,55.41,73.22,87.11
2099,THYSSENKRUPP,2019,1.14,13.15,0.33,-13.55,73.97,0.81,80.54,83.04,
2100,THYSSENKRUPP,2020,0.0,5.1979999999999995,0.6137,,,,,,
2101,TIETOEVRY,2010,3.71,13.47,0.4325,9.21,73.11,2.58,67.85,73.32,6.54
2102,TIETOEVRY,2011,5.89,11.88,0.4325,10.68,70.19,2.22,67.1,74.16,6.98
2103,TIETOEVRY,2012,5.22,14.38,0.4023,5.25,68.18,2.08,61.19,77.91,6.6
2104,TIETOEVRY,2013,5.13,16.17,0.3116,11.98,67.88,,54.49,63.48,6.37
2105,TIETOEVRY,2014,4.52,19.93,0.278,7.11,70.82,3.28,48.17,74.38,5.95
2106,TIETOEVRY,2015,5.41,24.04,0.2619,18.97,72.35,4.11,46.1,82.82,6.07
2107,TIETOEVRY,2016,5.71,23.63,0.2442,22.08,71.38,5.02,43.8,90.43,6.87
2108,TIETOEVRY,2017,5.13,26.71,0.2142,22.38,68.6,4.86,32.98,81.29,5.78
2109,TIETOEVRY,2018,4.51,26.58,0.2028,25.71,71.52,4.78,55.81,90.63,8.05
2110,TIETOEVRY,2019,5.6,25.88,0.2019,7.28,72.66,3.64,55.53,90.33,7.26
2111,TIETOEVRY,2020,4.64,24.62,0.2863,,,,,,
2112,TRATON,2010,,,,,,,,,
2113,TRATON,2011,,,,,,,,,
2114,TRATON,2012,,,,,,,,,
2115,TRATON,2013,,,,,,,,,
2116,TRATON,2014,,,,,,,,,
2117,TRATON,2015,,,,,,,,,
2118,TRATON,2016,,,,,,9.19,,,
2119,TRATON,2017,,,,9.13,,8.67,,,
2120,TRATON,2018,,,,9.75,,8.18,,,
2121,TRATON,2019,0.0,24.515,0.4392,9.9,,6.85,,,
2122,TRATON,2020,4.9,20.425,0.6335,,,,,,
2123,TUI,2010,0.0,8.134,0.4806,5.2,84.62,,89.15,59.85,1.98
2124,TUI,2011,0.0,4.024,0.5138,-0.07,81.38,,69.95,58.11,1.66
2125,TUI,2012,0.0,6.807,0.5411,-2.04,74.26,,65.04,64.73,1.53
2126,TUI,2013,0.0,10.11,0.52,-1.08,69.95,,65.92,63.35,
2127,TUI,2014,1.18,12.72,0.3919,4.27,70.48,,83.31,74.45,2.66
2128,TUI,2015,2.12,15.54,0.3778,16.86,77.6,,76.61,71.51,3.49
2129,TUI,2016,4.73,11.845,0.3236,45.22,90.38,,85.93,78.22,3.72
2130,TUI,2017,4.26,14.794,0.2474,22.97,91.14,,84.92,77.41,3.35
2131,TUI,2018,4.47,14.555,0.2426,22.07,89.49,,84.18,81.27,3.68
2132,TUI,2019,5.84,12.335,0.278,11.73,,,,,
2133,TUI,2020,11.56,4.67,0.7056,,,,,,
2134,UMICORE,2010,2.7,18.0675,0.3925,17.57,75.16,1.39,41.56,63.86,
2135,UMICORE,2011,2.14,15.3575,0.389,20.41,79.29,1.08,68.24,72.33,
2136,UMICORE,2012,2.13,19.3725,0.3726,13.65,74.1,1.45,53.62,71.84,
2137,UMICORE,2013,2.25,16.6975,0.2782,10.44,73.61,1.43,48.91,60.54,
2138,UMICORE,2014,2.31,16.255,0.2486,10.09,68.82,1.62,75.55,54.33,
2139,UMICORE,2015,1.98,18.9775,0.2381,9.85,67.41,1.5,56.55,58.8,
2140,UMICORE,2016,1.76,26.97,0.2431,7.42,64.64,1.49,42.85,68.59,
2141,UMICORE,2017,1.23,38.365,0.23199999999999998,11.8,65.73,1.46,35.93,67.9,
2142,UMICORE,2018,1.22,41.5,0.2437,14.37,64.64,1.43,63.77,71.22,
2143,UMICORE,2019,1.36,39.84,0.3192,11.06,73.35,1.21,58.77,70.75,
2144,UMICORE,2020,0.49,35.57,0.3785,,,,,,
2145,UNIBAIL RODAMCO WE STAPLED UNITS,2010,4.96,141.5,0.3188,19.59,89.37,,91.37,77.28,0.69
2146,UNIBAIL RODAMCO WE STAPLED UNITS,2011,6.1,131.25,0.3123,11.72,95.67,,97.73,84.88,0.68
2147,UNIBAIL RODAMCO WE STAPLED UNITS,2012,4.83,165.55,0.2763,11.89,90.33,,94.73,89.06,0.74
2148,UNIBAIL RODAMCO WE STAPLED UNITS,2013,4.37,192.35,0.2311,9.7,92.59,,95.23,87.04,0.84
2149,UNIBAIL RODAMCO WE STAPLED UNITS,2014,4.58,201.75,0.2091,11.84,92.04,,90.21,89.83,0.93
2150,UNIBAIL RODAMCO WE STAPLED UNITS,2015,4.0,241.05,0.2144,15.27,90.41,,90.34,89.67,1.25
2151,UNIBAIL RODAMCO WE STAPLED UNITS,2016,4.83,205.85,0.2141,14.38,84.39,,87.39,90.45,1.51
2152,UNIBAIL RODAMCO WE STAPLED UNITS,2017,4.81,218.4,0.1996,13.41,87.28,,93.11,90.68,1.5
2153,UNIBAIL RODAMCO WE STAPLED UNITS,2018,6.87,157.22,0.1926,4.51,86.97,,93.16,89.83,624.56
2154,UNIBAIL RODAMCO WE STAPLED UNITS,2019,7.56,142.95,0.1949,4.05,86.79,,90.71,91.41,1089.43
2155,UNIBAIL RODAMCO WE STAPLED UNITS,2020,9.21,58.66,0.4534,,,,,,
2156,VALEO,2010,0.0,12.8165,0.4671,24.82,72.04,4.3,43.41,74.92,301.71
2157,VALEO,2011,3.73,10.7299,0.4903,23.44,73.84,4.05,75.98,73.33,320.98
2158,VALEO,2012,4.49,10.3932,0.5047,19.06,70.03,3.92,73.23,70.51,305.4
2159,VALEO,2013,2.0,25.0564,0.4018,19.81,70.51,4.03,69.78,69.77,310.4
2160,VALEO,2014,1.86,30.4864,0.3788,21.95,73.14,4.0,81.16,68.54,356.58
2161,VALEO,2015,1.57,46.8162,0.3564,23.44,74.15,4.06,73.92,73.5,379.24
2162,VALEO,2016,2.0,49.95,0.3338,24.37,75.39,4.26,83.2,78.87,420.12
2163,VALEO,2017,2.14,58.3,0.2938,20.77,77.22,4.65,77.94,74.83,372.56
2164,VALEO,2018,5.08,24.62,0.327,12.19,78.39,6.54,84.68,70.87,425.33
2165,VALEO,2019,3.52,35.5,0.3271,6.8,77.95,6.6,87.19,77.79,444.08
2166,VALEO,2020,0.65,30.96,0.5127,,,,,,
2167,VEOLIA ENVIRON,2010,5.59,21.665,0.3424,7.53,81.5,0.25,77.28,77.22,22.59
2168,VEOLIA ENVIRON,2011,13.86,8.73,0.3976,-6.55,91.37,0.38,70.35,75.0,28.79
2169,VEOLIA ENVIRON,2012,9.49,7.377000000000001,0.4277,5.54,89.74,0.35,54.16,75.45,27.33
2170,VEOLIA ENVIRON,2013,5.6,12.505,0.4074,-2.19,90.59,,53.23,80.46,
2171,VEOLIA ENVIRON,2014,5.1,13.725,0.4073,2.61,86.67,0.33,38.28,86.14,
2172,VEOLIA ENVIRON,2015,3.22,21.76,0.4017,5.43,86.99,,33.09,95.24,306.14
2173,VEOLIA ENVIRON,2016,4.43,16.465,0.3181,4.77,84.55,,30.45,96.01,585.97
2174,VEOLIA ENVIRON,2017,3.8,21.045,0.2511,5.22,92.43,,28.17,93.98,520.62
2175,VEOLIA ENVIRON,2018,4.54,18.495,0.20600000000000002,6.09,88.64,,56.48,85.86,524.13
2176,VEOLIA ENVIRON,2019,4.02,22.9,0.1711,10.6,,,,,
2177,VEOLIA ENVIRON,2020,2.62,19.08,0.2816,,,,,,
2178,WARTSILA,2010,3.41,8.5417,0.4054,24.63,67.52,3.1,39.39,66.03,5.76
2179,WARTSILA,2011,6.3,7.28,0.4102,17.29,76.65,3.85,37.71,63.8,6.88
2180,WARTSILA,2012,2.99,10.0367,0.4004,19.74,73.44,3.98,32.14,69.34,6.26
2181,WARTSILA,2013,2.87,11.6167,0.2981,21.67,75.8,3.98,31.04,66.1,6.41
2182,WARTSILA,2014,2.83,12.3633,0.2759,18.24,74.07,2.91,41.25,68.01,6.85
2183,WARTSILA,2015,2.88,13.33,0.2779,21.34,76.6,2.62,63.18,73.26,7.15
2184,WARTSILA,2016,3.06,13.0867,0.267,15.69,73.92,2.73,61.24,62.6,33.4
2185,WARTSILA,2017,2.35,18.4167,0.2539,16.48,79.65,2.86,64.4,69.38,26.4
2186,WARTSILA,2018,3.11,14.8,0.2442,16.18,77.16,3.19,73.08,71.2,35.11
2187,WARTSILA,2019,5.11,9.394,0.2344,9.02,84.73,3.17,75.04,77.08,28.39
2188,WARTSILA,2020,6.14,7.812,0.35700000000000004,,,,,,
2189,A2A,2010,6.51,1.075,0.3437,8.57,50.65,,24.72,60.44,376.53
2190,A2A,2011,11.09,0.8655,0.3651,-13.4,87.35,,15.4,65.2,0.03
2191,A2A,2012,26.17,0.3669,0.4093,9.26,83.17,,21.1,65.59,85.08
2192,A2A,2013,3.22,0.8075,0.426,2.2,79.27,,23.13,56.94,96.87
2193,A2A,2014,4.16,0.7925,0.3878,-1.38,85.25,,18.59,62.14,238.45
2194,A2A,2015,2.88,1.26,0.3757,2.79,91.4,,16.61,50.46,333.43
